state,timestamp,latitude,longitude,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,pressure,uv_index,visibility,wind_bearing,wind_speed
Michigan,2008-10-16T12:00:00Z,45.1475,-84.425,50.12,38.395,26.67,36.97,0.72,0.59,0.57,0.0,0.0,1021.84,3.0,10.0,318.0,4.53
Michigan,2008-10-12T12:00:00Z,44.76,-84.12485,78.66,65.955,53.25,50.59,0.71,0.0,0.42,0.0,0.0,,4.0,10.0,185.0,1.42
Michigan,2008-11-18T12:00:00Z,44.565,-83.845,27.45,21.745,16.04,12.88,0.64,0.59,0.7,,,,1.0,10.0,319.0,6.93
Michigan,2009-07-16T12:00:00Z,44.17335,-84.6,73.42,59.43,45.44,53.03,0.68,0.31,0.8,0.0,0.0,1009.56,9.0,9.96,261.0,8.1
Michigan,1997-10-01T12:00:00Z,44.5256,-84.06493,,,,,,,,,,,,,,
Michigan,1996-10-01T12:00:00Z,43.87,-84.355,74.97,67.775,60.58,52.39,0.73,0.52,0.66,,,1021.09,3.0,9.96,205.0,8.81
Michigan,1986-09-01T12:00:00Z,43.45135,-85.12935,,,,,,,,,,,,,,
Michigan,1983-08-15T12:00:00Z,43.1095,-84.9825,82.34,72.8,63.26,61.43,0.7,0.45,0.25,0.0,0.0,1020.15,7.0,7.91,198.0,5.28
Michigan,2010-07-26T12:00:00Z,44.94835,-84.165,84.47,71.675,58.88,57.23,0.67,0.08,0.52,0.0,0.0,1019.91,8.0,10.0,265.0,1.52
Michigan,2010-10-09T12:00:00Z,44.59665,-84.0415,64.65,48.06,31.47,40.83,0.72,,0.07,0.0,0.0,,0.0,,106.0,4.27
Michigan,2011-02-21T12:00:00Z,46.37165,-84.91665,16.68,9.51,2.34,-4.97,0.56,0.0,0.63,0.0,0.0,1022.25,3.0,10.0,77.0,8.15
Michigan,2011-05-23T12:00:00Z,44.76665,-85.00165,70.87,55.965,41.06,57.54,0.82,0.87,0.71,0.0127,1.0,999.34,6.0,9.95,232.0,3.83
Michigan,2009-07-17T12:00:00Z,45.35665,-84.605,61.37,57.375,53.38,52.3,0.86,0.89,0.83,0.0039,1.0,1008.4,4.0,9.92,330.0,1.51
Michigan,1980-11-16T12:00:00Z,42.068000000000005,-84.22700999999999,41.05,31.595,22.14,23.42,0.69,0.34,0.29,,,1029.66,2.0,10.0,61.0,3.27
Michigan,1967-05-17T12:00:00Z,45.40985,-83.85985,,,,28.65,0.4,0.67,0.27,0.0,0.0,1016.0,5.0,10.0,12.0,0.85
Michigan,2011-06-29T12:00:00Z,44.525,-85.075,71.99,57.775,43.56,50.2,0.73,0.29,0.94,0.0,0.0,1018.5,9.0,10.0,321.0,3.5
Michigan,1997-10-13T12:00:00Z,45.87165,-87.02158,61.52,47.45,33.38,47.89,0.74,0.7,0.42,,,,3.0,7.279,206.0,15.3
Michigan,2009-11-15T12:00:00Z,44.22671,-86.10172,43.3,34.935,26.57,32.42,0.7,0.42,0.96,,,1019.18,2.0,10.0,327.0,6.5
Michigan,2011-11-05T12:00:00Z,45.0,-85.0,51.7,45.45,39.2,31.3,0.72,0.0,0.34,0.0001,0.23,1025.1,2.0,10.0,167.0,3.2
Michigan,2002-11-15T12:00:00Z,46.604240000000004,-87.46171,28.22,14.715,1.21,17.41,0.77,0.96,0.37,,,,1.0,6.86,15.0,3.21
Michigan,2010-08-15T12:00:00Z,46.191829999999996,-86.21193000000001,74.2,65.19,56.18,62.44,0.73,0.51,0.21,0.0001,0.21,1007.63,5.0,9.79,245.0,6.56
Michigan,1978-07-15T12:00:00Z,41.871,-84.2995,90.14,70.155,50.17,67.87,0.74,0.48,0.33,,,1012.59,8.0,6.45,284.0,5.66
Michigan,2011-07-15T12:00:00Z,43.674,-86.4565,78.99,71.305,63.62,59.53,0.67,0.32,0.52,0.0,0.0,1017.48,9.0,10.0,136.0,1.64
Michigan,2003-07-15T12:00:00Z,45.351000000000006,-83.4885,75.56,65.58,55.6,61.03,0.81,0.56,0.57,0.0163,1.0,1009.83,5.0,8.29,216.0,6.06
Michigan,2009-05-04T12:00:00Z,44.1305,-85.2165,67.16,52.94,38.72,30.98,0.53,0.0,0.35,0.0,0.0,,9.0,10.0,154.0,2.64
Michigan,2012-07-15T12:00:00Z,44.0559,-85.92196,84.88,74.57,64.26,66.1,0.73,0.26,0.89,0.0,0.0,1016.47,9.0,9.72,269.0,1.99
Michigan,1974-03-15T12:00:00Z,42.225,-85.6885,41.62,36.335,31.05,28.74,0.7,1.0,0.74,,,,3.0,6.0,158.0,7.88
Michigan,2013-04-11T12:00:00Z,44.2725,-83.89001,32.49,31.375,30.26,27.12,0.82,0.86,0.04,0.0057,0.9,1016.17,4.0,7.96,69.0,8.6
Michigan,1984-10-01T12:00:00Z,44.38367,-86.19037,,,,,,,,,,,,,,
Michigan,2000-10-21T12:00:00Z,44.50587,-85.51546,56.92,46.765,36.61,39.37,0.73,0.21,0.8,,,1022.58,3.0,8.3,30.0,3.2
Michigan,2016-08-15T12:00:00Z,46.3018,-89.91996999999999,77.35,67.275,57.2,58.75,0.8,0.11,0.4,0.0,0.0,1018.84,7.0,9.72,211.0,0.78
Michigan,2017-10-28T12:00:00Z,43.38621,-84.88741,42.48,38.6,34.72,33.56,0.8,0.93,0.28,0.0,0.0,,2.0,9.84,208.0,6.0
Michigan,2020-08-01T12:00:00Z,43.39116,-82.53918,77.95,73.8,69.65,67.06,0.8,0.42,0.45,0.0017,0.28,1012.1,7.0,9.995,52.0,8.18
Minnesota,2002-05-19T12:00:00Z,43.80075,-92.36145,56.15,44.54,32.93,25.13,0.43,0.22,0.25,0.0,0.0,1026.02,10.0,6.51,349.0,8.25
Minnesota,2004-07-17T12:00:00Z,47.27147,-93.02428,77.73,63.125,48.52,54.36,0.71,0.1,0.02,0.0,0.0,1019.06,8.0,8.87,160.0,1.15
Minnesota,2005-10-08T12:00:00Z,43.80075,-92.36145,54.57,44.765,34.96,33.36,0.75,0.04,0.18,0.0,0.0,1022.03,4.0,9.88,117.0,3.18
Minnesota,2006-11-10T12:00:00Z,47.5754,-92.53,25.45,21.745,18.04,16.09,0.72,0.85,0.68,0.0,0.0,1024.59,1.0,10.0,341.0,8.33
Minnesota,2000-02-21T12:00:00Z,45.1836,-93.06226,41.75,34.77,27.79,26.34,0.82,0.07,0.58,0.0,0.0,1016.7,3.0,6.26,140.0,6.01
Minnesota,1992-08-15T12:00:00Z,46.50385,-95.11484,71.13,,,48.48,0.56,0.43,0.57,,,,5.0,10.0,173.0,12.01
Minnesota,2010-12-04T12:00:00Z,47.43842,-94.98708,16.88,12.115,7.35,9.54,0.86,0.86,0.97,0.0,0.0,,1.0,8.79,310.0,3.62
Minnesota,1970-11-01T12:00:00Z,47.525220000000004,-93.25262,,,,,,,,,,,,,,
Minnesota,2009-08-16T12:00:00Z,47.5,-93.0,73.4,60.46,47.52,63.51,0.89,0.85,0.86,0.0019,1.0,1006.35,5.0,7.28,206.0,3.72
Minnesota,2012-09-03T12:00:00Z,47.4284,-92.01759,85.1,67.94,50.78,52.82,0.61,0.12,0.6,0.0,0.0,,6.0,8.63,275.0,0.79
Minnesota,2018-03-17T12:00:00Z,45.8,-94.27725,46.3,34.605,22.91,14.98,0.54,0.0,0.01,0.0,0.0,1018.65,5.0,10.0,263.0,0.44
Minnesota,2018-07-17T12:00:00Z,47.83334,-92.92708,74.69,62.605,50.52,50.94,0.67,0.16,0.17,0.0,0.0,,7.0,10.0,294.0,0.72
Minnesota,2019-07-25T12:00:00Z,46.924170000000004,-92.83774,80.63,72.25,63.87,59.23,0.71,0.15,0.78,0.0001,0.03,,9.0,10.0,193.0,6.59
Minnesota,2020-11-09T12:00:00Z,47.87965,-91.97748,53.01,36.43,19.85,40.15,0.83,0.81,0.8,0.0256,0.93,1007.3,1.0,9.142000000000001,269.0,7.24
Minnesota,1999-09-15T12:00:00Z,47.49753,-93.61480999999999,60.27,47.56,34.85,41.39,0.77,0.33,0.2,,,,4.0,8.892999999999999,299.0,3.66
Missouri,1977-08-15T12:00:00Z,37.8597,-91.432,88.9,81.87,74.84,69.83,0.73,0.2,0.02,,,1017.04,8.0,8.42,147.0,7.67
Missouri,1986-06-15T12:00:00Z,38.044140000000006,-92.97639000000001,,,,,,,,,,,,,,
Missouri,1997-06-15T12:00:00Z,39.8397,-91.6533,81.13,73.04,64.95,62.12,0.69,0.94,0.33,,,1010.46,5.0,9.61,171.0,10.24
Missouri,1971-06-01T12:00:00Z,36.6,-91.2,,,,,,,,,,,,,,
Missouri,1991-03-31T12:00:00Z,39.29007,-91.09014,,,,,,,,,,,,,,
Missouri,1972-07-15T12:00:00Z,39.3735,-91.09299999999999,,,,,,,,,,,,,,
Missouri,1989-02-15T12:00:00Z,37.82861,-92.20055,39.16,,,32.75,0.83,1.0,0.34,,,1030.68,3.0,2.75,3.0,5.12
Missouri,1982-07-15T12:00:00Z,38.0944,-93.5577,,,,,,,,,,,,,,
Missouri,1977-08-15T12:00:00Z,37.9939,-93.8794,,,,,,,,,,,,,,
Missouri,2000-05-31T12:00:00Z,37.8602,-90.0329,89.33,77.62,65.91,60.39,0.54,0.0,0.93,,,,11.0,9.65,184.0,7.61
Missouri,1956-10-15T12:00:00Z,38.039,-90.7517,,,,,,,,,,,,,,
Missouri,1976-08-01T12:00:00Z,38.655,-90.675,78.35,71.325,64.3,56.86,0.69,0.36,0.2,0.0,0.0,1019.06,8.0,9.44,24.0,8.11
Missouri,1988-06-01T12:00:00Z,37.07354,-93.13545,82.76,69.255,55.75,61.15,0.74,0.86,0.54,0.0034,1.0,1014.87,5.0,8.12,148.0,4.84
Missouri,1977-09-01T12:00:00Z,37.114329999999995,-93.71506,89.62,80.015,70.41,70.14,0.72,0.76,0.63,0.0,0.0,1019.95,6.0,10.0,190.0,4.84
Missouri,1975-10-15T12:00:00Z,38.811240000000005,-92.59781,62.09,50.905,39.72,49.65,0.75,0.84,0.36,0.0108,1.0,1017.49,4.0,9.75,284.0,7.06
Missouri,1982-05-15T12:00:00Z,37.714,-92.17299999999999,83.36,,,55.89,0.53,0.25,0.74,,,1014.31,9.0,7.0,204.0,9.42
Missouri,2004-12-05T12:00:00Z,36.615,-92.425,46.78,46.78,46.78,37.91,0.87,0.6,0.78,0.0112,1.0,1013.13,2.0,5.46,104.0,3.8
Missouri,2002-08-09T12:00:00Z,37.0968,-93.4303,88.01,77.205,66.4,55.3,0.56,0.0,0.03,0.0,0.0,1018.99,10.0,9.66,122.0,4.78
Missouri,2004-11-20T12:00:00Z,38.3085,-92.8254,50.73,47.415,44.1,45.19,0.85,0.99,0.3,0.0003,0.67,,2.0,9.79,325.0,0.99
Missouri,2003-04-11T12:00:00Z,38.28,-91.6253,72.46,58.055,43.65,33.73,0.47,0.0,0.31,,,1015.6,9.0,10.0,345.0,1.31
Missouri,2004-11-21T12:00:00Z,39.7557,-92.9282,42.58,38.595,34.61,32.87,0.79,,0.34,0.0,0.0,,0.0,,31.0,3.03
Missouri,2004-12-05T12:00:00Z,38.305,-92.411,47.82,47.955,48.09,36.34,0.83,0.54,0.78,0.006999999999999999,1.0,1011.89,2.0,9.01,145.0,3.8
Missouri,2004-12-05T12:00:00Z,37.3317,-93.61399999999999,49.3,49.585,49.87,38.81,0.85,0.66,0.78,0.0084,1.0,1011.64,2.0,6.71,149.0,5.7
Missouri,2004-12-06T12:00:00Z,36.8133,-93.8232,58.71,49.985,41.26,51.97,0.95,,0.81,0.0232,1.0,,0.0,,175.0,3.51
Missouri,2004-12-06T12:00:00Z,38.62,-91.96238000000001,58.66,52.515,46.37,50.56,0.89,0.81,0.81,0.0109,1.0,1006.22,2.0,8.4,164.0,3.24
Missouri,2005-10-15T12:00:00Z,38.69428,-90.52986999999999,72.81,56.645,40.48,44.6,0.6,0.0,0.44,0.0,0.0,1019.28,5.0,9.93,334.0,1.78
Missouri,1997-07-19T12:00:00Z,37.117,-93.89399999999999,91.59,80.07,68.55,68.99,0.7,0.06,0.48,0.0,0.0,1015.45,9.0,9.5,117.0,1.65
Missouri,1998-04-25T12:00:00Z,36.66708,-90.9525,78.14,70.03,61.92,54.98,0.69,0.09,0.97,,,1011.28,10.0,9.86,181.0,12.66
Missouri,1975-07-15T12:00:00Z,36.67065,-93.65774,,,,59.2,0.62,0.39,0.24,,,1019.98,9.0,,157.0,8.43
Missouri,1960-08-15T12:00:00Z,36.00565,-89.67815,89.95,80.945,71.94,69.2,0.71,0.11,0.79,,,1019.72,8.0,9.5,200.0,1.51
Missouri,1999-04-15T12:00:00Z,38.22635,-90.39488,51.52,46.125,40.73,45.53,0.9,1.0,0.98,0.0177,1.0,998.73,4.0,,276.0,7.94
Missouri,2007-07-17T12:00:00Z,39.859,-94.85600000000001,94.15,84.455,74.76,67.14,0.59,0.0,0.11,0.0,0.0,1012.22,10.0,9.91,214.0,3.77
Missouri,1994-11-11T12:00:00Z,37.286,-89.6075,52.6,48.105,43.61,38.44,0.7,0.6,0.3,,,1023.59,2.0,,54.0,4.47
Missouri,1986-08-14T12:00:00Z,36.94109,-92.7622,,,,,,,,,,,,,,
Missouri,2007-04-15T12:00:00Z,37.664,-93.684,61.95,,,34.2,0.47,,0.93,0.0,0.0,,0.0,,323.0,1.71
Missouri,1969-07-16T12:00:00Z,37.236,-89.55949,,,,,,,,,,,,,,
Missouri,2005-11-18T12:00:00Z,37.87153,-93.82087,55.44,,,24.84,0.51,,0.59,0.0,0.0,,0.0,,255.0,2.18
Missouri,1976-10-20T12:00:00Z,38.73802,-90.53249,46.14,39.65,33.16,36.18,0.83,0.68,0.9,0.0005,1.0,1020.99,3.0,5.63,300.0,9.61
Missouri,1967-07-30T12:00:00Z,36.97061,-92.09264,,,,,,,,,,,,,,
Missouri,2005-08-25T12:00:00Z,37.79465,-90.79885999999999,,,,,,0.22,0.72,,,,8.0,8.91,51.0,0.72
Missouri,1961-10-15T12:00:00Z,36.06055,-89.98725,68.04,53.545,39.05,30.43,0.51,0.0,0.2,,,1027.8,5.0,10.0,276.0,1.26
Missouri,2009-10-15T12:00:00Z,38.2081,-91.16042,47.85,45.36,42.87,44.24,0.94,0.98,0.91,0.0065,0.8,,3.0,7.37,344.0,2.79
Missouri,2008-01-20T12:00:00Z,38.9099,-92.36771,24.15,20.84,17.53,0.95,0.58,0.32,0.44,0.0,0.0,1034.64,2.0,10.0,116.0,3.16
Missouri,1986-01-14T12:00:00Z,36.87593,-89.86899,45.71,32.285,18.86,23.78,0.67,0.39,0.15,,,1019.45,2.0,,341.0,4.44
Missouri,2010-06-22T12:00:00Z,37.03575,-94.52888,95.1,85.505,75.91,72.99,0.68,0.08,0.38,0.0,0.0,1015.26,11.0,9.96,183.0,6.6
Missouri,1983-10-25T12:00:00Z,38.21285,-90.66216,,,,,,0.56,0.62,,,,4.0,8.0,334.0,5.91
Missouri,2010-09-12T12:00:00Z,36.51627,-94.60989000000001,87.09,75.33,63.57,56.44,0.62,0.03,0.16,0.0,0.0,1020.22,8.0,9.57,123.0,2.14
Missouri,1999-06-30T12:00:00Z,38.567240000000005,-92.07335,80.24,74.025,67.81,64.16,0.8,0.77,0.55,0.0007,1.0,1008.19,6.0,10.0,137.0,6.16
Missouri,1980-10-27T12:00:00Z,36.8109,-92.3046,,,,,,,,,,,,,,
Missouri,1991-10-19T12:00:00Z,39.04035,-94.16049,53.85,44.395,34.94,23.58,0.49,0.38,0.37,,,1029.02,4.0,9.25,31.0,5.56
Missouri,2011-11-22T12:00:00Z,37.85524,-94.11218000000001,46.83,44.215,41.6,42.25,0.93,,0.91,0.0001,0.28,,0.0,,335.0,5.28
Missouri,2012-09-18T12:00:00Z,37.84203,-94.6028,71.07,61.62,52.17,47.88,0.66,0.11,0.09,0.0,0.0,,7.0,10.0,355.0,3.25
Missouri,1971-11-17T12:00:00Z,37.39315,-91.3012,,,,,,,,,,,,,,
Missouri,2012-10-15T12:00:00Z,37.40025,-90.23058,72.96,60.435,47.91,45.62,0.66,0.0,0.01,0.0,0.0,,5.0,10.0,302.0,1.72
Missouri,1982-11-15T12:00:00Z,37.02496,-92.11988000000001,38.77,,,,,0.07,0.01,,,,3.0,,215.0,3.57
Missouri,2013-10-15T12:00:00Z,36.39835,-93.14626,65.48,55.225,44.97,58.47,0.88,0.99,0.39,0.0099,0.9,1014.63,3.0,8.6,265.0,0.46
Missouri,2013-03-08T12:00:00Z,38.5229,-94.19245,53.68,48.67,43.66,34.27,0.67,0.26,0.89,0.0001,0.25,,6.0,9.62,112.0,4.64
Missouri,2013-04-27T12:00:00Z,39.30745,-94.59565,54.24,47.21,40.18,47.24,0.9,0.96,0.57,0.0075,0.88,1019.48,5.0,9.45,57.0,1.41
Missouri,2013-06-07T12:00:00Z,38.5992,-94.1057,73.26,62.625,51.99,54.07,0.74,0.25,0.97,0.0,0.0,1014.48,9.0,10.0,355.0,1.72
Missouri,1994-08-23T12:00:00Z,36.66887,-93.29459,84.86,74.86,64.86,61.33,0.66,0.44,0.58,,,1018.77,7.0,10.0,165.0,7.05
Missouri,1979-08-01T12:00:00Z,40.39956,-94.02478,80.68,,,62.53,0.73,0.56,0.27,,,1016.06,6.0,7.0,346.0,4.82
Missouri,1973-06-13T12:00:00Z,38.437,-92.40799999999999,84.97,76.545,68.12,65.83,0.73,0.9,0.45,0.0,0.0,1016.4,5.0,,113.0,6.61
Missouri,2014-07-11T12:00:00Z,39.60238,-94.40015,88.94,82.6,76.26,70.14,0.78,0.31,0.47,0.0,0.0,1015.93,8.0,10.0,172.0,4.08
Missouri,2014-07-16T12:00:00Z,37.30427,-90.83465,75.95,65.365,54.78,54.3,0.73,,0.66,0.0,0.0,,0.0,,347.0,1.28
Missouri,2014-03-05T12:00:00Z,38.99353,-94.22043000000001,43.02,33.49,23.96,25.95,0.71,0.33,0.16,0.0,0.0,1021.99,5.0,9.11,14.0,1.78
Missouri,2012-05-16T12:00:00Z,36.469,-91.154,86.2,71.585,56.97,55.14,0.62,0.04,0.88,0.0009,0.27,,11.0,9.997,296.0,3.76
Missouri,2000-05-01T12:00:00Z,38.93704,-92.32704,76.08,67.085,58.09,56.44,0.69,0.71,0.91,0.0005,1.0,1012.53,8.0,9.65,242.0,1.67
Missouri,2018-01-29T12:00:00Z,39.501999999999995,-94.29428,29.85,23.395,16.94,11.96,0.7,0.34,0.43,0.0,0.0,1036.15,3.0,9.91,341.0,3.61
Missouri,2013-07-15T12:00:00Z,37.422,-91.57799999999999,85.42,76.8,68.18,69.9,0.86,,0.24,0.0029,0.63,,0.0,,120.0,1.2
Missouri,2012-05-19T12:00:00Z,39.2475,-94.271,84.49,74.685,64.88,58.71,0.56,0.05,0.96,0.0,0.0,1010.25,10.0,10.0,165.0,4.37
Missouri,1976-04-10T12:00:00Z,37.718,-90.177,,,,,,,,,,,,,,
Missouri,2017-07-08T12:00:00Z,37.7925,-92.05,89.41,76.51,63.61,63.69,0.64,0.15,0.48,0.0,0.0,1017.75,11.0,7.71,341.0,0.22
Missouri,1996-06-08T12:00:00Z,39.3875,-94.43649,71.19,63.995,56.8,54.84,0.76,0.79,0.77,0.0,0.0,1016.7,6.0,9.851,355.0,9.18
Missouri,2003-07-11T12:00:00Z,39.1175,-93.4025,88.16,76.96,65.76,62.32,0.6,0.31,0.44,,,1015.5,8.0,8.427,242.0,5.06
Missouri,2019-03-08T12:00:00Z,38.203,-90.5545,45.52,41.95,38.38,35.75,0.92,,0.08,0.0008,0.51,,0.0,4.43,106.0,3.92
Missouri,2014-04-27T12:00:00Z,38.485,-92.225,76.71,65.6,54.49,56.24,0.67,0.54,0.96,0.0103,0.97,1000.8,5.0,9.158999999999999,139.0,10.92
Missouri,1988-12-14T12:00:00Z,38.397,-94.33200000000001,,,,,,,,,,,,,,
Missouri,1989-10-13T12:00:00Z,38.3905,-94.352,,,,,,,,,,,,,,
Missouri,2016-08-01T12:00:00Z,36.9897,-89.25555,87.39,79.99,72.59,73.84,0.91,0.44,0.97,0.0105,0.67,1016.4,6.0,9.377,188.0,1.99
Missouri,2020-07-23T12:00:00Z,38.46156,-94.14296999999999,92.43,82.08,71.73,73.85,0.78,0.11,0.12,0.0025,0.17,1015.9,10.0,10.0,118.0,4.18
Missouri,2020-10-05T12:00:00Z,37.46392,-92.52242,68.47,57.64,46.81,37.79,0.61,0.0,0.63,0.0006,0.03,1022.2,6.0,10.0,167.0,7.56
Missouri,2016-04-01T12:00:00Z,37.0505,-90.277,59.56,47.66,35.76,36.24,0.58,0.01,0.8,0.0,0.0,1011.8,8.0,9.997,293.0,5.36
Mississippi,1973-01-01T12:00:00Z,31.1603,-90.71574,48.36,43.87,39.38,37.56,0.78,0.95,0.91,,,1023.19,3.0,7.04,23.0,10.87
Mississippi,1950-01-01T12:00:00Z,33.10925,-89.59135,,,,,,,,,,,,,,
Mississippi,1975-07-01T12:00:00Z,30.2464,-89.6111,,,,,,0.55,0.75,,,,5.0,6.96,84.0,8.7
Mississippi,1977-04-30T12:00:00Z,32.3372,-88.74805,81.27,67.31,53.35,54.35,0.7,0.08,0.39,0.0,0.0,1021.0,10.0,7.83,180.0,2.43
Mississippi,1978-08-06T12:00:00Z,33.50025,-88.40335,86.17,77.715,69.26,67.77,0.73,0.6,0.08,,,1019.55,5.0,,332.0,1.52
Mississippi,1997-10-16T12:00:00Z,34.31605,-89.845,,,,,,,,,,,,,,
Mississippi,1975-08-14T12:00:00Z,32.2714,-88.7496,91.23,83.105,74.98,72.99,0.76,0.2,0.27,0.0,0.0,1018.17,8.0,4.86,161.0,0.85
Mississippi,2005-01-13T12:00:00Z,30.97675,-89.0338,71.59,57.58,43.57,59.55,0.92,,0.12,0.0276,1.0,1012.3,0.0,,175.0,3.09
Mississippi,2005-01-30T12:00:00Z,33.56555,-90.8022,45.23,42.07,38.91,38.28,0.84,1.0,0.67,0.0,0.0,1022.54,3.0,9.71,31.0,6.96
Mississippi,1979-11-28T12:00:00Z,31.39275,-91.08505,,,,,,,,,,,,,,
Mississippi,2004-06-15T12:00:00Z,32.1806,-88.86399999999999,87.96,81.555,75.15,73.13,0.83,0.73,0.94,0.0012,1.0,1012.97,8.0,9.54,149.0,6.44
Mississippi,2006-01-05T12:00:00Z,34.60905,-88.19894000000001,50.99,42.36,33.73,33.98,0.73,,0.21,0.0,0.0,,0.0,,351.0,5.26
Mississippi,1987-10-10T12:00:00Z,32.036,-88.77015,81.23,62.78,44.33,47.51,0.71,0.01,0.62,0.0,0.0,1026.11,7.0,9.12,37.0,2.24
Mississippi,1987-10-10T12:00:00Z,32.036,-88.77015,81.23,62.78,44.33,47.51,0.71,0.01,0.62,0.0,0.0,1026.11,7.0,9.12,37.0,2.24
Mississippi,1979-10-10T12:00:00Z,32.40191,-90.19371,61.99,51.46,40.93,43.67,0.77,0.7,0.67,0.0059,1.0,1018.13,6.0,8.83,20.0,7.59
Montana,1993-06-03T12:00:00Z,45.22417,-111.125,,,,,,,,,,,,,,
Montana,1982-10-02T12:00:00Z,48.36139,-113.1236,,,,,,,,,,,,,,
Montana,1982-06-30T12:00:00Z,47.04333,-112.7031,,,,,,,,,,,,,,
Montana,1977-08-16T12:00:00Z,46.764720000000004,-111.8861,81.01,64.545,48.08,43.53,0.53,0.18,0.06,0.0,0.0,1022.23,8.0,10.0,300.0,4.64
Montana,1977-07-14T12:00:00Z,46.97694,-113.8381,76.73,60.265,43.8,39.06,0.55,0.08,0.94,0.0,0.0,1019.89,9.0,10.0,334.0,0.8
Montana,1989-05-20T12:00:00Z,46.01833,-110.3308,54.41,,,21.59,0.37,0.7,0.49,0.0,0.0,1015.24,6.0,10.0,258.0,19.83
Montana,1979-12-31T12:00:00Z,47.70667,-104.1922,,,,,,,,,,,,,,
Montana,2001-08-22T12:00:00Z,45.66722,-110.8069,85.19,71.26,57.33,38.31,0.38,0.07,0.14,0.0,0.0,1010.28,8.0,9.66,126.0,2.09
Montana,1994-07-12T12:00:00Z,46.83285,-112.70200000000001,,,,,,,,,,,,,,
Montana,2004-01-18T12:00:00Z,47.12806,-111.9094,42.97,31.27,19.57,11.2,0.48,,0.89,0.0,0.0,,0.0,,183.0,7.85
Montana,2004-03-14T12:00:00Z,47.62167,-115.3903,50.66,40.55,30.44,25.41,0.55,0.89,0.78,0.0,0.0,1015.81,3.0,9.91,273.0,1.44
Montana,2004-07-20T12:00:00Z,47.060320000000004,-114.0717,73.35,63.03,52.71,52.85,0.71,0.41,0.1,0.0013,0.56,1015.77,8.0,9.96,257.0,1.63
Montana,1991-10-11T12:00:00Z,46.02962,-113.1198,73.21,48.745,24.28,28.09,0.61,0.0,0.13,,,1022.85,4.0,10.0,138.0,2.65
Montana,2007-01-15T12:00:00Z,45.0262,-106.8331,24.48,21.105,17.73,1.63,0.51,0.34,0.88,0.0,0.0,1032.29,1.0,10.0,279.0,4.96
Montana,2005-09-20T12:00:00Z,45.82285,-114.0125,71.6,56.365,41.13,27.57,0.35,,0.6,0.0,0.0,,0.0,,237.0,5.15
Montana,2007-08-15T12:00:00Z,45.9754,-112.4554,83.68,64.925,46.17,27.2,0.3,0.06,0.09,0.0,0.0,1015.45,9.0,3.67,258.0,1.07
Montana,2011-01-08T12:00:00Z,47.66724,-108.6873,35.12,21.305,7.49,22.11,0.8,,0.14,0.0007,1.0,,0.0,,290.0,4.02
Montana,2010-05-29T12:00:00Z,46.76389,-110.7781,43.79,39.525,35.26,33.15,0.85,,0.56,0.0015,0.85,,0.0,,272.0,4.63
Montana,2012-06-24T12:00:00Z,45.3705,-112.9707,79.6,61.865,44.13,26.02,0.29,0.0,0.17,0.0,0.0,1006.12,11.0,10.0,185.0,4.55
Montana,2019-06-12T12:00:00Z,47.985209999999995,-113.9818,77.54,64.795,52.05,47.04,0.62,0.0,0.35,0.0002,0.05,,10.0,9.997,358.0,2.17
Montana,2017-12-01T12:00:00Z,47.25335,-114.45,32.72,27.83,22.94,26.47,0.96,0.95,0.44,0.0,0.0,1021.5,1.0,9.931000000000001,180.0,3.13
Montana,2020-04-15T12:00:00Z,47.439040000000006,-115.6545,40.18,30.455,20.73,25.9,0.72,0.79,0.79,0.0064,0.94,1020.1,3.0,6.992000000000001,40.0,3.78
North Carolina,1965-10-01T12:00:00Z,34.6894,-77.2914,79.78,75.63,71.48,68.9,0.79,0.9,0.22,,,1016.4,4.0,5.89,201.0,9.4
North Carolina,1983-04-15T12:00:00Z,35.33975,-82.443,57.79,46.365,34.94,45.76,0.82,0.59,0.08,0.0098,1.0,1012.04,6.0,8.08,346.0,10.6
North Carolina,1973-10-01T12:00:00Z,35.2483,-83.28265,,,,,,,,,,,,,,
North Carolina,1982-10-01T12:00:00Z,36.3715,-76.29115,71.98,,,58.11,0.8,0.86,0.45,,,1016.54,4.0,3.86,335.0,6.71
North Carolina,1994-11-30T12:00:00Z,35.2256,-80.26915,,,,,,,,,,,,,,
North Carolina,1971-10-01T12:00:00Z,36.09945,-80.7704,,,,,,,,,,,,,,
North Carolina,2002-07-14T12:00:00Z,35.5311,-78.4048,85.03,78.99,72.95,71.11,0.82,0.86,0.15,0.1727,1.0,1013.69,6.0,7.1,71.0,0.87
North Carolina,1976-11-15T12:00:00Z,35.186370000000004,-78.63611,41.33,37.77,34.21,37.81,0.95,1.0,0.78,,,1015.23,2.0,2.63,15.0,5.38
North Carolina,1983-11-15T12:00:00Z,36.21335,-78.09365,59.81,,,52.14,0.96,1.0,0.34,,,1010.49,2.0,4.56,184.0,3.54
North Carolina,1977-08-15T12:00:00Z,35.91965,-80.6282,90.59,,,71.85,0.73,0.83,0.02,,,,6.0,8.56,229.0,4.98
North Carolina,1997-11-15T12:00:00Z,36.31625,-79.03025,51.66,41.74,31.82,33.19,0.62,0.6,0.54,,,,3.0,10.0,308.0,5.4
